area,states,districts,place_keywords,developer_keywords,notes
Ukay,Selangor|Wp Kuala Lumpur,Gombak|Hulu Langat,ukay|melawati|kemensah|hulu kelang|ulu kelang|bukit antarabangsa|beverly heights|wangsa ukay,selangor dredging|sdb propert|symphony life|titijaya|osk propert|sime darby|ijm land|mitraland|nadayu|trinity|malton|chin hin|newfields|nassim|sri datai|bina puri|ec propert|uem sunrise,"Districts are the wide sweep; place_keywords are what actually pin a project to Ukay. 'ampang' was removed: Jalan Ampang runs across half of KL, so it pulled in hundreds of unrelated developers by their office address. Keep these keywords specific to the area, not merely near it."
