week,project_key,unit,block,unit_type,sold
2026-08-19,permas-heights,D-11-05,D,C,0
2026-08-19,permas-heights,D-11-06,D,C,1
2026-08-19,permas-heights,D-11-07,D,C,0
2026-08-19,permas-heights,D-11-08,D,A,0
2026-08-19,permas-heights,D-11-09,D,A,0
2026-08-19,permas-heights,D-11-10,D,A,0
2026-08-19,permas-heights,D-11-11,D,B,0
2026-08-19,permas-heights,D-11-12,D,B,1
2026-08-19,permas-heights,D-11-13,D,B,1
2026-08-19,permas-heights,D-11-14,D,C,0
2026-08-19,permas-heights,D-11-15,D,C,0
2026-08-19,permas-heights,D-11-16,D,C,0
2026-08-19,permas-heights,D-11-17,D,C,0
2026-08-19,permas-heights,D-11-18,D,B,0
2026-08-19,permas-heights,D-11-19,D,B,0
2026-08-19,permas-heights,D-11-20,D,B,0
2026-08-19,permas-heights,D-12-01,D,A,0
2026-08-19,permas-heights,D-12-02,D,A,0
2026-08-19,permas-heights,D-12-03,D,A,1
2026-08-19,permas-heights,D-12-04,D,C,0
2026-08-19,permas-heights,D-12-05,D,C,0
2026-08-19,permas-heights,D-12-06,D,C,0
2026-08-19,permas-heights,D-12-07,D,C,0
2026-08-19,permas-heights,D-12-08,D,A,1
2026-08-19,permas-heights,D-12-09,D,A,1
2026-08-19,permas-heights,D-12-10,D,A,1
2026-08-19,permas-heights,D-12-11,D,B,0
2026-08-19,permas-heights,D-12-12,D,B,1
2026-08-19,permas-heights,D-12-13,D,B,0
2026-08-19,permas-heights,D-12-14,D,C,0
2026-08-19,permas-heights,D-12-15,D,C,0
2026-08-19,permas-heights,D-12-16,D,C,0
2026-08-19,permas-heights,D-12-17,D,C,0
2026-08-19,permas-heights,D-12-18,D,B,0
2026-08-19,permas-heights,D-12-19,D,B,0
2026-08-19,permas-heights,D-12-20,D,B,0
2026-08-19,permas-heights,D-13-01,D,A,0
2026-08-19,permas-heights,D-13-02,D,A,1
2026-08-19,permas-heights,D-13-03,D,A,0
2026-08-19,permas-heights,D-13-04,D,C,0
2026-08-19,permas-heights,D-13-05,D,C,0
2026-08-19,permas-heights,D-13-06,D,C,0
2026-08-19,permas-heights,D-13-07,D,C,0
2026-08-19,permas-heights,D-13-08,D,A,0
2026-08-19,permas-heights,D-13-09,D,A,1
2026-08-19,permas-heights,D-13-10,D,A,0
2026-08-19,permas-heights,D-13-11,D,B,1
2026-08-19,permas-heights,D-13-12,D,B,0
2026-08-19,permas-heights,D-13-13,D,B,1
2026-08-19,permas-heights,D-13-14,D,C,0
2026-08-19,permas-heights,D-13-15,D,C,0
2026-08-19,permas-heights,D-13-16,D,C,0
2026-08-19,permas-heights,D-13-17,D,C,0
2026-08-19,permas-heights,D-13-18,D,B,0
2026-08-19,permas-heights,D-13-19,D,B,0
2026-08-19,permas-heights,D-13-20,D,B,0
2026-08-19,permas-heights,D-14-01,D,A,0
2026-08-19,permas-heights,D-14-02,D,A,0
2026-08-19,permas-heights,D-14-03,D,A,0
2026-08-19,permas-heights,D-14-04,D,C,0
2026-08-19,permas-heights,D-14-05,D,C,0
2026-08-19,permas-heights,D-14-06,D,C,0
2026-08-19,permas-heights,D-14-07,D,C,0
2026-08-19,permas-heights,D-14-08,D,A,1
2026-08-19,permas-heights,D-14-09,D,A,1
2026-08-19,permas-heights,D-14-10,D,A,1
2026-08-19,permas-heights,D-14-11,D,B,0
2026-08-19,permas-heights,D-14-12,D,B,0
2026-08-19,permas-heights,D-14-13,D,B,0
2026-08-19,permas-heights,D-14-14,D,C,1
2026-08-19,permas-heights,D-14-15,D,C,1
2026-08-19,permas-heights,D-14-16,D,C,0
2026-08-19,permas-heights,D-14-17,D,C,0
2026-08-19,permas-heights,D-14-18,D,B,0
2026-08-19,permas-heights,D-14-19,D,B,0
2026-08-19,permas-heights,D-14-20,D,B,0
2026-08-19,permas-heights,D-15-01,D,A,0
2026-08-19,permas-heights,D-15-02,D,A,0
2026-08-19,permas-heights,D-15-03,D,A,0
2026-08-19,permas-heights,D-15-04,D,C,0
2026-08-19,permas-heights,D-15-05,D,C,0
2026-08-19,permas-heights,D-15-06,D,C,1
2026-08-19,permas-heights,D-15-07,D,C,0
2026-08-19,permas-heights,D-15-08,D,A,1
2026-08-19,permas-heights,D-15-09,D,A,0
2026-08-19,permas-heights,D-15-10,D,A,0
2026-08-19,permas-heights,D-15-11,D,B,0
2026-08-19,permas-heights,D-15-12,D,B,1
2026-08-19,permas-heights,D-15-13,D,B,1
2026-08-19,permas-heights,D-15-14,D,C,1
2026-08-19,permas-heights,D-15-15,D,C,1
2026-08-19,permas-heights,D-15-16,D,C,0
2026-08-19,permas-heights,D-15-17,D,C,0
2026-08-19,permas-heights,D-15-18,D,B,0
2026-08-19,permas-heights,D-15-19,D,B,0
2026-08-19,permas-heights,D-15-20,D,B,0
2026-08-19,permas-heights,D-16-01,D,A,0
2026-08-19,permas-heights,D-16-02,D,A,0
2026-08-19,permas-heights,D-16-03,D,A,0
2026-08-19,permas-heights,D-16-04,D,C,0
2026-08-19,permas-heights,D-16-05,D,C,0
2026-08-19,permas-heights,D-16-06,D,C,0
2026-08-19,permas-heights,D-16-07,D,C,0
2026-08-19,permas-heights,D-16-08,D,A,0
2026-08-19,permas-heights,D-16-09,D,A,1
2026-08-19,permas-heights,D-16-10,D,A,1
2026-08-19,permas-heights,D-16-11,D,B,0
2026-08-19,permas-heights,D-16-12,D,B,0
2026-08-19,permas-heights,D-16-13,D,B,0
2026-08-19,permas-heights,D-16-14,D,C,0
2026-08-19,permas-heights,D-16-15,D,C,0
2026-08-19,permas-heights,D-16-16,D,C,0
2026-08-19,permas-heights,D-16-17,D,C,0
2026-08-19,permas-heights,D-16-18,D,B,0
2026-08-19,permas-heights,D-16-19,D,B,0
2026-08-19,permas-heights,D-16-20,D,B,1
2026-08-19,permas-heights,D-17-01,D,A,0
2026-08-19,permas-heights,D-17-02,D,A,0
2026-08-19,permas-heights,D-17-03,D,A,0
2026-08-19,permas-heights,D-17-04,D,C,0
2026-08-19,permas-heights,D-17-05,D,C,0
2026-08-19,permas-heights,D-17-06,D,C,1
2026-08-19,permas-heights,D-17-07,D,C,1
2026-08-19,permas-heights,D-17-08,D,A,1
2026-08-19,permas-heights,D-17-09,D,A,0
2026-08-19,permas-heights,D-17-10,D,A,0
2026-08-19,permas-heights,D-17-11,D,B,0
2026-08-19,permas-heights,D-17-12,D,B,0
2026-08-19,permas-heights,D-17-13,D,B,0
2026-08-19,permas-heights,D-17-14,D,C,0
2026-08-19,permas-heights,D-17-15,D,C,0
2026-08-19,permas-heights,D-17-16,D,C,0
2026-08-19,permas-heights,D-17-17,D,C,0
2026-08-19,permas-heights,D-17-18,D,B,0
2026-08-19,permas-heights,D-17-19,D,B,0
2026-08-19,permas-heights,D-17-20,D,B,0
2026-08-19,permas-heights,D-18-01,D,A,0
2026-08-19,permas-heights,D-18-02,D,A,0
2026-08-19,permas-heights,D-18-03,D,A,1
2026-08-19,permas-heights,D-18-04,D,C,0
2026-08-19,permas-heights,D-18-05,D,C,0
2026-08-19,permas-heights,D-18-06,D,C,0
2026-08-19,permas-heights,D-18-07,D,C,0
2026-08-19,permas-heights,D-18-08,D,A,0
2026-08-19,permas-heights,D-18-09,D,A,1
2026-08-19,permas-heights,D-18-10,D,A,1
2026-08-19,permas-heights,D-18-11,D,B,1
2026-08-19,permas-heights,D-18-12,D,B,1
2026-08-19,permas-heights,D-18-13,D,B,0
2026-08-19,permas-heights,D-18-14,D,C,1
2026-08-19,permas-heights,D-18-15,D,C,1
2026-08-19,permas-heights,D-18-16,D,C,0
2026-08-19,permas-heights,D-18-17,D,C,0
2026-08-19,permas-heights,D-18-18,D,B,0
2026-08-19,permas-heights,D-18-19,D,B,0
2026-08-19,permas-heights,D-18-20,D,B,0
2026-08-19,permas-heights,D-19-01,D,A,0
2026-08-19,permas-heights,D-19-02,D,A,0
2026-08-19,permas-heights,D-19-03,D,A,0
2026-08-19,permas-heights,D-19-04,D,C,0
2026-08-19,permas-heights,D-19-05,D,C,0
2026-08-19,permas-heights,D-19-06,D,C,0
2026-08-19,permas-heights,D-19-07,D,C,1
2026-08-19,permas-heights,D-19-08,D,A,1
2026-08-19,permas-heights,D-19-09,D,A,0
2026-08-19,permas-heights,D-19-10,D,A,1
2026-08-19,permas-heights,D-19-11,D,B,1
2026-08-19,permas-heights,D-19-12,D,B,0
2026-08-19,permas-heights,D-19-13,D,B,1
2026-08-19,permas-heights,D-19-14,D,C,0
2026-08-19,permas-heights,D-19-15,D,C,1
2026-08-19,permas-heights,D-19-16,D,C,0
2026-08-19,permas-heights,D-19-17,D,C,0
2026-08-19,permas-heights,D-19-18,D,B,0
2026-08-19,permas-heights,D-19-19,D,B,0
2026-08-19,permas-heights,D-19-20,D,B,0
2026-08-19,permas-heights,D-20-01,D,A,0
2026-08-19,permas-heights,D-20-02,D,A,0
2026-08-19,permas-heights,D-20-03,D,A,0
2026-08-19,permas-heights,D-20-04,D,C,0
2026-08-19,permas-heights,D-20-05,D,C,0
2026-08-19,permas-heights,D-20-06,D,C,1
2026-08-19,permas-heights,D-20-07,D,C,1
2026-08-19,permas-heights,D-20-08,D,A,0
2026-08-19,permas-heights,D-20-09,D,A,1
2026-08-19,permas-heights,D-20-10,D,A,0
2026-08-19,permas-heights,D-20-11,D,B,1
2026-08-19,permas-heights,D-20-12,D,B,1
2026-08-19,permas-heights,D-20-13,D,B,1
2026-08-19,permas-heights,D-20-14,D,C,0
2026-08-19,permas-heights,D-20-15,D,C,0
2026-08-19,permas-heights,D-20-16,D,C,0
2026-08-19,permas-heights,D-20-17,D,C,0
2026-08-19,permas-heights,D-20-18,D,B,0
2026-08-19,permas-heights,D-20-19,D,B,0
2026-08-19,permas-heights,D-20-20,D,B,0
2026-08-19,permas-heights,D-21-01,D,A,0
2026-08-19,permas-heights,D-21-02,D,A,0
2026-08-19,permas-heights,D-21-03,D,A,0
2026-08-19,permas-heights,D-21-04,D,C,0
2026-08-19,permas-heights,D-21-05,D,C,0
2026-08-19,permas-heights,D-21-06,D,C,0
2026-08-19,permas-heights,D-21-07,D,C,0
2026-08-19,permas-heights,D-21-08,D,A,1
2026-08-19,permas-heights,D-21-09,D,A,1
2026-08-19,permas-heights,D-21-10,D,A,0
2026-08-19,permas-heights,D-21-11,D,B,0
2026-08-19,permas-heights,D-21-12,D,B,0
2026-08-19,permas-heights,D-21-13,D,B,1
2026-08-19,permas-heights,D-21-14,D,C,0
2026-08-19,permas-heights,D-21-15,D,C,1
2026-08-19,permas-heights,D-21-16,D,C,0
2026-08-19,permas-heights,D-21-17,D,C,0
2026-08-19,permas-heights,D-21-18,D,B,0
2026-08-19,permas-heights,D-21-19,D,B,0
2026-08-19,permas-heights,D-21-20,D,B,0
2026-08-19,permas-heights,D-22-01,D,A,0
2026-08-19,permas-heights,D-22-02,D,A,0
2026-08-19,permas-heights,D-22-03,D,A,0
2026-08-19,permas-heights,D-22-04,D,C,0
2026-08-19,permas-heights,D-22-05,D,C,0
2026-08-19,permas-heights,D-22-06,D,C,0
2026-08-19,permas-heights,D-22-07,D,C,0
2026-08-19,permas-heights,D-22-08,D,A,1
2026-08-19,permas-heights,D-22-09,D,A,0
2026-08-19,permas-heights,D-22-10,D,A,0
2026-08-19,permas-heights,D-22-11,D,B,1
2026-08-19,permas-heights,D-22-12,D,B,1
2026-08-19,permas-heights,D-22-13,D,B,0
2026-08-19,permas-heights,D-22-14,D,C,0
2026-08-19,permas-heights,D-22-15,D,C,0
2026-08-19,permas-heights,D-22-16,D,C,0
2026-08-19,permas-heights,D-22-17,D,C,0
2026-08-19,permas-heights,D-22-18,D,B,0
2026-08-19,permas-heights,D-22-19,D,B,0
2026-08-19,permas-heights,D-22-20,D,B,0
2026-08-19,permas-heights,D-23-01,D,A,0
2026-08-19,permas-heights,D-23-02,D,A,0
2026-08-19,permas-heights,D-23-03,D,A,0
2026-08-19,permas-heights,D-23-04,D,C,0
2026-08-19,permas-heights,D-23-05,D,C,0
2026-08-19,permas-heights,D-23-06,D,C,0
2026-08-19,permas-heights,D-23-07,D,C,0
2026-08-19,permas-heights,D-23-08,D,A,1
2026-08-19,permas-heights,D-23-09,D,A,1
2026-08-19,permas-heights,D-23-10,D,A,1
2026-08-19,permas-heights,D-23-11,D,B,1
2026-08-19,permas-heights,D-23-12,D,B,1
2026-08-19,permas-heights,D-23-13,D,B,1
2026-08-19,permas-heights,D-23-14,D,C,0
2026-08-19,permas-heights,D-23-15,D,C,1
2026-08-19,permas-heights,D-23-16,D,C,0
2026-08-19,permas-heights,D-23-17,D,C,0
2026-08-19,permas-heights,D-23-18,D,B,0
2026-08-19,permas-heights,D-23-19,D,B,0
2026-08-19,permas-heights,D-23-20,D,B,0
2026-08-19,permas-heights,D-24-01,D,A,0
2026-08-19,permas-heights,D-24-02,D,A,0
2026-08-19,permas-heights,D-24-03,D,A,0
2026-08-19,permas-heights,D-24-04,D,C,0
2026-08-19,permas-heights,D-24-05,D,C,0
2026-08-19,permas-heights,D-24-06,D,C,0
2026-08-19,permas-heights,D-24-07,D,C,0
2026-08-19,permas-heights,D-24-08,D,A,0
2026-08-19,permas-heights,D-24-09,D,A,0
2026-08-19,permas-heights,D-24-10,D,A,1
2026-08-19,permas-heights,D-24-11,D,B,0
2026-08-19,permas-heights,D-24-12,D,B,0
2026-08-19,permas-heights,D-24-13,D,B,0
2026-08-19,permas-heights,D-24-14,D,C,0
2026-08-19,permas-heights,D-24-15,D,C,0
2026-08-19,permas-heights,D-24-16,D,C,0
2026-08-19,permas-heights,D-24-17,D,C,0
2026-08-19,permas-heights,D-24-18,D,B,0
2026-08-19,permas-heights,D-24-19,D,B,0
2026-08-19,permas-heights,D-24-20,D,B,0
2026-08-19,permas-heights,D-25-01,D,A,0
2026-08-19,permas-heights,D-25-02,D,A,0
2026-08-19,permas-heights,D-25-03,D,A,0
2026-08-19,permas-heights,D-25-04,D,C,0
2026-08-19,permas-heights,D-25-05,D,C,0
2026-08-19,permas-heights,D-25-06,D,C,1
2026-08-19,permas-heights,D-25-07,D,C,0
2026-08-19,permas-heights,D-25-08,D,A,1
2026-08-19,permas-heights,D-25-09,D,A,1
2026-08-19,permas-heights,D-25-10,D,A,0
2026-08-19,permas-heights,D-25-11,D,B,1
2026-08-19,permas-heights,D-25-12,D,B,1
2026-08-19,permas-heights,D-25-13,D,B,0
2026-08-19,permas-heights,D-25-14,D,C,0
2026-08-19,permas-heights,D-25-15,D,C,0
2026-08-19,permas-heights,D-25-16,D,C,0
2026-08-19,permas-heights,D-25-17,D,C,0
2026-08-19,permas-heights,D-25-18,D,B,0
2026-08-19,permas-heights,D-25-19,D,B,0
2026-08-19,permas-heights,D-25-20,D,B,0
2026-08-19,permas-heights,D-26-01,D,A,0
2026-08-19,permas-heights,D-26-02,D,A,0
2026-08-19,permas-heights,D-26-03,D,A,0
2026-08-19,permas-heights,D-26-04,D,C,0
2026-08-19,permas-heights,D-26-05,D,C,0
2026-08-19,permas-heights,D-26-06,D,C,0
2026-08-19,permas-heights,D-26-07,D,C,0
2026-08-19,permas-heights,D-26-08,D,A,0
2026-08-19,permas-heights,D-26-09,D,A,0
2026-08-19,permas-heights,D-26-10,D,A,1
2026-08-19,permas-heights,D-26-11,D,B,1
2026-08-19,permas-heights,D-26-12,D,B,0
2026-08-19,permas-heights,D-26-13,D,B,0
2026-08-19,permas-heights,D-26-14,D,C,0
2026-08-19,permas-heights,D-26-15,D,C,1
2026-08-19,permas-heights,D-26-16,D,C,0
2026-08-19,permas-heights,D-26-17,D,C,0
2026-08-19,permas-heights,D-26-18,D,B,0
2026-08-19,permas-heights,D-26-19,D,B,0
2026-08-19,permas-heights,D-26-20,D,B,0
2026-08-19,permas-heights,D-27-01,D,A,0
2026-08-19,permas-heights,D-27-02,D,A,0
2026-08-19,permas-heights,D-27-03,D,A,0
2026-08-19,permas-heights,D-27-04,D,C,0
2026-08-19,permas-heights,D-27-05,D,C,0
2026-08-19,permas-heights,D-27-06,D,C,1
2026-08-19,permas-heights,D-27-07,D,C,0
2026-08-19,permas-heights,D-27-08,D,A,0
2026-08-19,permas-heights,D-27-09,D,A,0
2026-08-19,permas-heights,D-27-10,D,A,1
2026-08-19,permas-heights,D-27-11,D,B,0
2026-08-19,permas-heights,D-27-12,D,B,1
2026-08-19,permas-heights,D-27-13,D,B,1
2026-08-19,permas-heights,D-27-14,D,C,0
2026-08-19,permas-heights,D-27-15,D,C,1
2026-08-19,permas-heights,D-27-16,D,C,0
2026-08-19,permas-heights,D-27-17,D,C,0
2026-08-19,permas-heights,D-27-18,D,B,0
2026-08-19,permas-heights,D-27-19,D,B,0
2026-08-19,permas-heights,D-27-20,D,B,0
2026-08-19,permas-heights,D-28-01,D,A,0
2026-08-19,permas-heights,D-28-02,D,A,0
2026-08-19,permas-heights,D-28-03,D,A,0
2026-08-19,permas-heights,D-28-04,D,C,0
2026-08-19,permas-heights,D-28-05,D,C,0
2026-08-19,permas-heights,D-28-06,D,C,0
2026-08-19,permas-heights,D-28-07,D,C,0
2026-08-19,permas-heights,D-28-08,D,A,1
2026-08-19,permas-heights,D-28-09,D,A,1
2026-08-19,permas-heights,D-28-10,D,A,0
2026-08-19,permas-heights,D-28-11,D,B,1
2026-08-19,permas-heights,D-28-12,D,B,1
2026-08-19,permas-heights,D-28-13,D,B,1
2026-08-19,permas-heights,D-28-14,D,C,0
2026-08-19,permas-heights,D-28-15,D,C,0
2026-08-19,permas-heights,D-28-16,D,C,0
2026-08-19,permas-heights,D-28-17,D,C,0
2026-08-19,permas-heights,D-28-18,D,B,0
2026-08-19,permas-heights,D-28-19,D,B,0
2026-08-19,permas-heights,D-28-20,D,B,0
2026-08-19,permas-heights,D-29-01,D,A,0
2026-08-19,permas-heights,D-29-02,D,A,0
2026-08-19,permas-heights,D-29-03,D,A,0
2026-08-19,permas-heights,D-29-04,D,C,0
2026-08-19,permas-heights,D-29-05,D,C,0
2026-08-19,permas-heights,D-29-06,D,C,1
2026-08-19,permas-heights,D-29-07,D,C,0
2026-08-19,permas-heights,D-29-08,D,A,0
2026-08-19,permas-heights,D-29-09,D,A,0
2026-08-19,permas-heights,D-29-10,D,A,1
2026-08-19,permas-heights,D-29-11,D,B,0
2026-08-19,permas-heights,D-29-12,D,B,0
2026-08-19,permas-heights,D-29-13,D,B,0
2026-08-19,permas-heights,D-29-14,D,C,0
2026-08-19,permas-heights,D-29-15,D,C,1
2026-08-19,permas-heights,D-29-16,D,C,0
2026-08-19,permas-heights,D-29-17,D,C,0
2026-08-19,permas-heights,D-29-18,D,B,0
2026-08-19,permas-heights,D-29-19,D,B,0
2026-08-19,permas-heights,D-29-20,D,B,0
2026-08-19,permas-heights,D-30-01,D,A,0
2026-08-19,permas-heights,D-30-02,D,A,0
2026-08-19,permas-heights,D-30-03,D,A,0
2026-08-19,permas-heights,D-30-04,D,C,0
2026-08-19,permas-heights,D-30-05,D,C,0
2026-08-19,permas-heights,D-30-06,D,C,0
2026-08-19,permas-heights,D-30-07,D,C,0
2026-08-19,permas-heights,D-30-08,D,A,1
2026-08-19,permas-heights,D-30-09,D,A,1
2026-08-19,permas-heights,D-30-10,D,A,1
2026-08-19,permas-heights,D-30-11,D,B,1
2026-08-19,permas-heights,D-30-12,D,B,1
2026-08-19,permas-heights,D-30-13,D,B,0
2026-08-19,permas-heights,D-30-14,D,C,0
2026-08-19,permas-heights,D-30-15,D,C,1
2026-08-19,permas-heights,D-30-16,D,C,0
2026-08-19,permas-heights,D-30-17,D,C,0
2026-08-19,permas-heights,D-30-18,D,B,0
2026-08-19,permas-heights,D-30-19,D,B,0
2026-08-19,permas-heights,D-30-20,D,B,0
2026-08-19,permas-heights,D-31-01,D,A,0
2026-08-19,permas-heights,D-31-02,D,A,0
2026-08-19,permas-heights,D-31-03,D,A,0
2026-08-19,permas-heights,D-31-04,D,C,0
2026-08-19,permas-heights,D-31-05,D,C,0
2026-08-19,permas-heights,D-31-06,D,C,1
2026-08-19,permas-heights,D-31-07,D,C,0
2026-08-19,permas-heights,D-31-08,D,A,0
2026-08-19,permas-heights,D-31-09,D,A,1
2026-08-19,permas-heights,D-31-10,D,A,0
2026-08-19,permas-heights,D-31-11,D,B,0
2026-08-19,permas-heights,D-31-12,D,B,1
2026-08-19,permas-heights,D-31-13,D,B,1
2026-08-19,permas-heights,D-31-14,D,C,0
2026-08-19,permas-heights,D-31-15,D,C,0
2026-08-19,permas-heights,D-31-16,D,C,0
2026-08-19,permas-heights,D-31-17,D,C,0
2026-08-19,permas-heights,D-31-18,D,B,0
2026-08-19,permas-heights,D-31-19,D,B,0
2026-08-19,permas-heights,D-31-20,D,B,0
2026-08-19,permas-heights,D-32-01,D,A,0
2026-08-19,permas-heights,D-32-02,D,A,0
2026-08-19,permas-heights,D-32-03,D,A,0
2026-08-19,permas-heights,D-32-04,D,C,0
2026-08-19,permas-heights,D-32-05,D,C,0
2026-08-19,permas-heights,D-32-06,D,C,0
2026-08-19,permas-heights,D-32-07,D,C,0
2026-08-19,permas-heights,D-32-08,D,A,1
2026-08-19,permas-heights,D-32-09,D,A,1
2026-08-19,permas-heights,D-32-10,D,A,1
2026-08-19,permas-heights,D-32-11,D,B,0
2026-08-19,permas-heights,D-32-12,D,B,1
2026-08-19,permas-heights,D-32-13,D,B,0
2026-08-19,permas-heights,D-32-14,D,C,0
2026-08-19,permas-heights,D-32-15,D,C,0
2026-08-19,permas-heights,D-32-16,D,C,0
2026-08-19,permas-heights,D-32-17,D,C,0
2026-08-19,permas-heights,D-32-18,D,B,0
2026-08-19,permas-heights,D-32-19,D,B,0
2026-08-19,permas-heights,D-32-20,D,B,0
2026-08-19,permas-heights,D-33-01,D,A,0
2026-08-19,permas-heights,D-33-02,D,A,0
2026-08-19,permas-heights,D-33-03,D,A,0
2026-08-19,permas-heights,D-33-04,D,C,0
2026-08-19,permas-heights,D-33-05,D,C,0
2026-08-19,permas-heights,D-33-06,D,C,1
2026-08-19,permas-heights,D-33-07,D,C,0
2026-08-19,permas-heights,D-33-08,D,A,1
2026-08-19,permas-heights,D-33-09,D,A,0
2026-08-19,permas-heights,D-33-10,D,A,0
2026-08-19,permas-heights,D-33-11,D,B,0
2026-08-19,permas-heights,D-33-12,D,B,0
2026-08-19,permas-heights,D-33-13,D,B,0
2026-08-19,permas-heights,D-33-14,D,C,0
2026-08-19,permas-heights,D-33-15,D,C,1
2026-08-19,permas-heights,D-33-16,D,C,0
2026-08-19,permas-heights,D-33-17,D,C,0
2026-08-19,permas-heights,D-33-18,D,B,0
2026-08-19,permas-heights,D-33-19,D,B,0
2026-08-19,permas-heights,D-33-20,D,B,0
2026-08-19,permas-heights,D-34-01,D,A,0
2026-08-19,permas-heights,D-34-02,D,A,0
2026-08-19,permas-heights,D-34-03,D,A,0
2026-08-19,permas-heights,D-34-04,D,C,0
2026-08-19,permas-heights,D-34-05,D,C,0
2026-08-19,permas-heights,D-34-06,D,C,1
2026-08-19,permas-heights,D-34-07,D,C,0
2026-08-19,permas-heights,D-34-08,D,A,0
2026-08-19,permas-heights,D-34-09,D,A,0
2026-08-19,permas-heights,D-34-10,D,A,0
2026-08-19,permas-heights,D-34-11,D,B,1
2026-08-19,permas-heights,D-34-12,D,B,1
2026-08-19,permas-heights,D-34-13,D,B,0
2026-08-19,permas-heights,D-34-14,D,C,0
2026-08-19,permas-heights,D-34-15,D,C,0
2026-08-19,permas-heights,D-34-16,D,C,0
2026-08-19,permas-heights,D-34-17,D,C,0
2026-08-19,permas-heights,D-34-18,D,B,0
2026-08-19,permas-heights,D-34-19,D,B,0
2026-08-19,permas-heights,D-34-20,D,B,0
2026-08-19,parkland-phase-1,1A-07-01,1A,B,1
2026-08-19,parkland-phase-1,1A-07-02,1A,B,1
2026-08-19,parkland-phase-1,1A-07-03,1A,B,1
2026-08-19,parkland-phase-1,1A-07-05,1A,A,1
2026-08-19,parkland-phase-1,1A-07-06,1A,C,1
2026-08-19,parkland-phase-1,1A-07-08,1A,C,0
2026-08-19,parkland-phase-1,1A-07-09,1A,C,1
2026-08-19,parkland-phase-1,1A-07-10,1A,C,1
2026-08-19,parkland-phase-1,1A-07-11,1A,C,1
2026-08-19,parkland-phase-1,1A-07-12,1A,C,1
2026-08-19,parkland-phase-1,1A-07-13,1A,C,1
2026-08-19,parkland-phase-1,1A-07-15,1A,B,1
2026-08-19,parkland-phase-1,1A-07-16,1A,A,1
2026-08-19,parkland-phase-1,1A-07-17,1A,B,1
2026-08-19,parkland-phase-1,1A-07-18,1A,B,1
2026-08-19,parkland-phase-1,1A-07-19,1A,A,1
2026-08-19,parkland-phase-1,1A-07-20,1A,B,1
2026-08-19,parkland-phase-1,1A-08-01,1A,B,1
2026-08-19,parkland-phase-1,1A-08-02,1A,B,0
2026-08-19,parkland-phase-1,1A-08-03,1A,B,1
2026-08-19,parkland-phase-1,1A-08-05,1A,A,1
2026-08-19,parkland-phase-1,1A-08-06,1A,C,1
2026-08-19,parkland-phase-1,1A-08-07,1A,C,1
2026-08-19,parkland-phase-1,1A-08-08,1A,C,0
2026-08-19,parkland-phase-1,1A-08-09,1A,C,0
2026-08-19,parkland-phase-1,1A-08-10,1A,C,1
2026-08-19,parkland-phase-1,1A-08-11,1A,C,1
2026-08-19,parkland-phase-1,1A-08-12,1A,C,1
2026-08-19,parkland-phase-1,1A-08-13,1A,C,1
2026-08-19,parkland-phase-1,1A-08-15,1A,B,1
2026-08-19,parkland-phase-1,1A-08-16,1A,A,1
2026-08-19,parkland-phase-1,1A-08-17,1A,B,0
2026-08-19,parkland-phase-1,1A-08-18,1A,B,1
2026-08-19,parkland-phase-1,1A-08-19,1A,A,1
2026-08-19,parkland-phase-1,1A-08-20,1A,B,1
2026-08-19,parkland-phase-1,1A-09-01,1A,B,0
2026-08-19,parkland-phase-1,1A-09-02,1A,B,0
2026-08-19,parkland-phase-1,1A-09-03,1A,B,1
2026-08-19,parkland-phase-1,1A-09-05,1A,A,1
2026-08-19,parkland-phase-1,1A-09-06,1A,C,1
2026-08-19,parkland-phase-1,1A-09-07,1A,C,0
2026-08-19,parkland-phase-1,1A-09-08,1A,C,0
2026-08-19,parkland-phase-1,1A-09-09,1A,C,0
2026-08-19,parkland-phase-1,1A-09-10,1A,C,1
2026-08-19,parkland-phase-1,1A-09-11,1A,C,1
2026-08-19,parkland-phase-1,1A-09-12,1A,C,0
2026-08-19,parkland-phase-1,1A-09-13,1A,C,1
2026-08-19,parkland-phase-1,1A-09-15,1A,B,1
2026-08-19,parkland-phase-1,1A-09-16,1A,A,1
2026-08-19,parkland-phase-1,1A-09-17,1A,B,0
2026-08-19,parkland-phase-1,1A-09-18,1A,B,1
2026-08-19,parkland-phase-1,1A-09-19,1A,A,1
2026-08-19,parkland-phase-1,1A-09-20,1A,B,1
2026-08-19,parkland-phase-1,1A-10-01,1A,B,1
2026-08-19,parkland-phase-1,1A-10-02,1A,B,1
2026-08-19,parkland-phase-1,1A-10-03,1A,B,0
2026-08-19,parkland-phase-1,1A-10-05,1A,A,1
2026-08-19,parkland-phase-1,1A-10-06,1A,C,0
2026-08-19,parkland-phase-1,1A-10-07,1A,C,0
2026-08-19,parkland-phase-1,1A-10-08,1A,C,0
2026-08-19,parkland-phase-1,1A-10-09,1A,C,0
2026-08-19,parkland-phase-1,1A-10-10,1A,C,1
2026-08-19,parkland-phase-1,1A-10-11,1A,C,1
2026-08-19,parkland-phase-1,1A-10-12,1A,C,0
2026-08-19,parkland-phase-1,1A-10-13,1A,C,1
2026-08-19,parkland-phase-1,1A-10-15,1A,B,1
2026-08-19,parkland-phase-1,1A-10-16,1A,A,0
2026-08-19,parkland-phase-1,1A-10-17,1A,B,0
2026-08-19,parkland-phase-1,1A-10-18,1A,B,1
