week,project_key,unit,block,unit_type,sold
2026-08-07,straits-view-duo,A-6-1,A,B2,1
2026-08-07,straits-view-duo,A-6-2,A,B2,1
2026-08-07,straits-view-duo,A-6-3,A,A2,1
2026-08-07,straits-view-duo,A-6-5,A,A1,1
2026-08-07,straits-view-duo,A-6-6,A,A1,1
2026-08-07,straits-view-duo,A-6-7,A,A1,1
2026-08-07,straits-view-duo,A-6-8,A,C1,1
2026-08-07,straits-view-duo,A-7-2,A,B,1
2026-08-07,straits-view-duo,A-7-3,A,A,1
2026-08-07,straits-view-duo,A-7-4,A,A,1
2026-08-07,straits-view-duo,A-7-8,A,C,1
2026-08-07,straits-view-duo,A-7-10,A,A,1
2026-08-07,straits-view-duo,A-8-1,A,B,1
2026-08-07,straits-view-duo,A-8-2,A,B,1
2026-08-07,straits-view-duo,A-8-3,A,A,1
2026-08-07,straits-view-duo,A-8-4,A,A,1
2026-08-07,straits-view-duo,A-8-5,A,A,1
2026-08-07,straits-view-duo,A-8-6,A,A,1
2026-08-07,straits-view-duo,A-8-7,A,A,1
2026-08-07,straits-view-duo,A-8-8,A,C,1
2026-08-07,straits-view-duo,A-8-13,A,B,1
2026-08-07,straits-view-duo,A-9-6,A,A,1
2026-08-07,straits-view-duo,A-9-7,A,A,1
2026-08-07,straits-view-duo,A-9-8,A,C,1
2026-08-07,straits-view-duo,A-9-10,A,A,1
2026-08-07,straits-view-duo,A-9-11,A,A,1
2026-08-07,straits-view-duo,A-10-2,A,B,1
2026-08-07,straits-view-duo,A-10-3,A,A,1
2026-08-07,straits-view-duo,A-10-4,A,A,1
2026-08-07,straits-view-duo,A-10-5,A,A,1
2026-08-07,straits-view-duo,A-10-6,A,A,1
2026-08-07,straits-view-duo,A-10-8,A,C,1
2026-08-07,straits-view-duo,A-10-12,A,B1,1
2026-08-07,straits-view-duo,A-11-4,A,A,1
2026-08-07,straits-view-duo,A-11-8,A,C,1
2026-08-07,straits-view-duo,A-11-11,A,A,1
2026-08-07,straits-view-duo,A-11-12,A,B1,1
2026-08-07,straits-view-duo,A-12-1,A,B,1
2026-08-07,straits-view-duo,A-12-2,A,B,1
2026-08-07,straits-view-duo,A-12-6,A,A,1
2026-08-07,straits-view-duo,A-12-7,A,A,1
2026-08-07,straits-view-duo,A-12-8,A,C,1
2026-08-07,straits-view-duo,A-12-9,A,C,1
2026-08-07,straits-view-duo,A-12-11,A,A,1
2026-08-07,straits-view-duo,A-13-1,A,B,1
2026-08-07,straits-view-duo,A-13-3,A,A,1
2026-08-07,straits-view-duo,A-13-4,A,A,1
2026-08-07,straits-view-duo,A-13-9,A,C,1
2026-08-07,straits-view-duo,A-13-11,A,A,1
2026-08-07,straits-view-duo,A-13-12,A,B1,1
2026-08-07,straits-view-duo,A-13-13,A,B,1
2026-08-07,straits-view-duo,A-14-4,A,A,1
2026-08-07,straits-view-duo,A-14-5,A,A,1
2026-08-07,straits-view-duo,A-14-6,A,A,1
2026-08-07,straits-view-duo,A-14-7,A,A,1
2026-08-07,straits-view-duo,A-14-8,A,C,1
2026-08-07,straits-view-duo,A-14-9,A,C,1
2026-08-07,straits-view-duo,A-14-12,A,B1,1
2026-08-07,straits-view-duo,A-14-13,A,B,1
2026-08-07,straits-view-duo,A-15-1,A,B,1
2026-08-07,straits-view-duo,A-15-2,A,B,1
2026-08-07,straits-view-duo,A-15-6,A,A,1
2026-08-07,straits-view-duo,A-15-8,A,C,1
2026-08-07,straits-view-duo,A-15-9,A,C,1
2026-08-07,straits-view-duo,A-15-10,A,A,1
2026-08-07,straits-view-duo,A-16-2,A,B,1
2026-08-07,straits-view-duo,A-16-3,A,A,1
2026-08-07,straits-view-duo,A-16-4,A,A,1
2026-08-07,straits-view-duo,A-16-5,A,A,1
2026-08-07,straits-view-duo,A-16-8,A,C,1
2026-08-07,straits-view-duo,A-16-9,A,C,1
2026-08-07,straits-view-duo,A-16-11,A,A,1
2026-08-07,straits-view-duo,A-16-13,A,B,1
2026-08-07,straits-view-duo,A-17-1,A,B,1
2026-08-07,straits-view-duo,A-17-3,A,A,1
2026-08-07,straits-view-duo,A-17-4,A,A,1
2026-08-07,straits-view-duo,A-17-11,A,A,1
2026-08-07,straits-view-duo,A-17-12,A,B1,1
2026-08-07,straits-view-duo,A-17-13,A,B,1
2026-08-07,straits-view-duo,A-18-1,A,B,1
2026-08-07,straits-view-duo,A-18-2,A,B,1
2026-08-07,straits-view-duo,A-18-6,A,A,1
2026-08-07,straits-view-duo,A-18-7,A,A,1
2026-08-07,straits-view-duo,A-18-8,A,C,1
2026-08-07,straits-view-duo,A-18-9,A,C,1
2026-08-07,straits-view-duo,A-18-11,A,A,1
2026-08-07,straits-view-duo,A-19-2,A,B,1
2026-08-07,straits-view-duo,A-19-3,A,A,1
2026-08-07,straits-view-duo,A-19-4,A,A,1
2026-08-07,straits-view-duo,A-19-8,A,C,1
2026-08-07,straits-view-duo,A-19-9,A,C,1
2026-08-07,straits-view-duo,A-19-12,A,B1,1
2026-08-07,straits-view-duo,A-19-13,A,B,1
2026-08-07,straits-view-duo,A-20-1,A,B,1
2026-08-07,straits-view-duo,A-20-2,A,B,1
2026-08-07,straits-view-duo,A-20-4,A,A,1
2026-08-07,straits-view-duo,A-20-5,A,A,1
2026-08-07,straits-view-duo,A-20-6,A,A,1
2026-08-07,straits-view-duo,A-20-7,A,A,1
2026-08-07,straits-view-duo,A-20-8,A,C,1
2026-08-07,straits-view-duo,A-20-9,A,C,1
2026-08-07,straits-view-duo,A-21-1,A,B,1
2026-08-07,straits-view-duo,A-21-3,A,A,1
2026-08-07,straits-view-duo,A-21-8,A,C,1
2026-08-07,straits-view-duo,A-21-9,A,C,1
2026-08-07,straits-view-duo,A-21-10,A,A,1
2026-08-07,straits-view-duo,A-21-11,A,A,1
2026-08-07,straits-view-duo,A-21-12,A,B1,1
2026-08-07,straits-view-duo,A-21-13,A,B,1
2026-08-07,straits-view-duo,A-22-2,A,B,1
2026-08-07,straits-view-duo,A-22-6,A,A,1
2026-08-07,straits-view-duo,A-22-7,A,A,1
2026-08-07,straits-view-duo,A-22-8,A,C,1
2026-08-07,straits-view-duo,A-22-9,A,C,1
2026-08-07,straits-view-duo,A-22-10,A,A,1
2026-08-07,straits-view-duo,A-22-11,A,A,1
2026-08-07,straits-view-duo,A-23-3,A,A,1
2026-08-07,straits-view-duo,A-23-4,A,A,1
2026-08-07,straits-view-duo,A-23-5,A,A,1
2026-08-07,straits-view-duo,A-23-9,A,C,1
2026-08-07,straits-view-duo,A-23-10,A,A,1
2026-08-07,straits-view-duo,A-23-11,A,A,1
2026-08-07,straits-view-duo,A-23-12,A,B1,1
2026-08-07,straits-view-duo,A-24-1,A,B,1
2026-08-07,straits-view-duo,A-24-4,A,A,1
2026-08-07,straits-view-duo,A-24-5,A,A,1
2026-08-07,straits-view-duo,A-24-6,A,A,1
2026-08-07,straits-view-duo,A-24-7,A,A,1
2026-08-07,straits-view-duo,A-24-8,A,C,1
2026-08-07,straits-view-duo,A-24-12,A,B1,1
2026-08-07,straits-view-duo,A-24-13,A,B,1
2026-08-07,straits-view-duo,A-25-1,A,B,1
2026-08-07,straits-view-duo,A-25-2,A,B,1
2026-08-07,straits-view-duo,A-25-3,A,A,1
2026-08-07,straits-view-duo,A-25-4,A,A,1
2026-08-07,straits-view-duo,A-25-6,A,A,1
2026-08-07,straits-view-duo,A-25-7,A,A,1
2026-08-07,straits-view-duo,A-25-10,A,A,1
2026-08-07,straits-view-duo,A-26-2,A,B,1
2026-08-07,straits-view-duo,A-26-6,A,A,1
2026-08-07,straits-view-duo,A-26-7,A,A,1
2026-08-07,straits-view-duo,A-26-10,A,A,1
2026-08-07,straits-view-duo,A-26-11,A,A,1
2026-08-07,straits-view-duo,A-26-12,A,B1,1
2026-08-07,straits-view-duo,A-26-13,A,B,1
2026-08-07,straits-view-duo,A-27-1,A,B,1
2026-08-07,straits-view-duo,A-27-3,A,A,1
2026-08-07,straits-view-duo,A-27-4,A,A,1
2026-08-07,straits-view-duo,A-27-9,A,C,1
2026-08-07,straits-view-duo,A-27-12,A,B1,1
2026-08-07,straits-view-duo,A-27-13,A,B,1
2026-08-07,straits-view-duo,A-28-2,A,B,1
2026-08-07,straits-view-duo,A-28-3,A,A,1
2026-08-07,straits-view-duo,A-28-4,A,A,1
2026-08-07,straits-view-duo,A-28-5,A,A,1
2026-08-07,straits-view-duo,A-28-6,A,A,1
2026-08-07,straits-view-duo,A-28-8,A,C,1
2026-08-07,straits-view-duo,A-29-5,A,A,1
2026-08-07,straits-view-duo,A-29-6,A,A,1
2026-08-07,straits-view-duo,A-29-7,A,A,1
2026-08-07,straits-view-duo,A-29-9,A,C,1
2026-08-07,straits-view-duo,A-29-12,A,B1,1
2026-08-07,straits-view-duo,A-29-13,A,B,1
2026-08-07,straits-view-duo,A-30-1,A,B,1
2026-08-07,straits-view-duo,A-30-3,A,A,1
2026-08-07,straits-view-duo,A-30-8,A,C,1
2026-08-07,straits-view-duo,A-30-12,A,B1,1
2026-08-07,straits-view-duo,A-30-13,A,B,1
2026-08-07,straits-view-duo,A-31-1,A,B,1
2026-08-07,straits-view-duo,A-31-3,A,A,1
2026-08-07,straits-view-duo,A-31-5,A,A,1
2026-08-07,straits-view-duo,A-31-6,A,A,1
2026-08-07,straits-view-duo,A-31-7,A,A,1
2026-08-07,straits-view-duo,A-31-9,A,C,1
2026-08-07,straits-view-duo,A-32-2,A,B,1
2026-08-07,straits-view-duo,A-32-6,A,A,1
2026-08-07,straits-view-duo,A-32-7,A,A,1
2026-08-07,straits-view-duo,A-32-8,A,C,1
2026-08-07,straits-view-duo,A-32-10,A,A,1
2026-08-07,straits-view-duo,A-32-11,A,A,1
2026-08-07,straits-view-duo,A-33-1,A,B,1
2026-08-07,straits-view-duo,A-33-2,A,B,1
2026-08-07,straits-view-duo,A-33-3,A,A,1
2026-08-07,straits-view-duo,A-33-5,A,A,1
2026-08-07,straits-view-duo,A-33-9,A,C,1
2026-08-07,straits-view-duo,A-33-10,A,A,1
2026-08-07,straits-view-duo,A-33-11,A,A,1
2026-08-07,straits-view-duo,B-6-2,B,B2,1
2026-08-07,straits-view-duo,B-6-6,B,A1,1
2026-08-07,straits-view-duo,B-6-8,B,C1,1
2026-08-07,straits-view-duo,B-7-5,B,A,1
2026-08-07,straits-view-duo,B-7-8,B,C,1
2026-08-07,straits-view-duo,B-8-3,B,A,1
2026-08-07,straits-view-duo,B-8-4,B,A,1
2026-08-07,straits-view-duo,B-8-8,B,C,1
2026-08-07,straits-view-duo,B-8-10,B,A,1
2026-08-07,straits-view-duo,B-8-12,B,B1,1
2026-08-07,straits-view-duo,B-8-13,B,B,1
2026-08-07,straits-view-duo,B-9-4,B,A,1
2026-08-07,straits-view-duo,B-9-12,B,B1,1
2026-08-07,straits-view-duo,B-10-1,B,B,1
2026-08-07,straits-view-duo,B-10-2,B,B,1
2026-08-07,straits-view-duo,B-10-8,B,C,1
2026-08-07,straits-view-duo,B-10-9,B,C,1
2026-08-07,straits-view-duo,B-11-2,B,B,1
2026-08-07,straits-view-duo,B-11-3,B,A,1
2026-08-07,straits-view-duo,B-11-8,B,C,1
2026-08-07,straits-view-duo,B-11-11,B,A,1
2026-08-07,straits-view-duo,B-12-1,B,B,1
2026-08-07,straits-view-duo,B-12-3,B,A,1
2026-08-07,straits-view-duo,B-12-5,B,A,1
2026-08-07,straits-view-duo,B-12-9,B,C,1
2026-08-07,straits-view-duo,B-12-13,B,B,1
2026-08-07,straits-view-duo,B-13-2,B,B,1
2026-08-07,straits-view-duo,B-13-8,B,C,1
2026-08-07,straits-view-duo,B-13-9,B,C,1
2026-08-07,straits-view-duo,B-13-10,B,A,1
2026-08-07,straits-view-duo,B-14-9,B,C,1
2026-08-07,straits-view-duo,B-14-10,B,A,1
2026-08-07,straits-view-duo,B-14-13,B,B,1
2026-08-07,straits-view-duo,B-15-1,B,B,1
2026-08-07,straits-view-duo,B-15-5,B,A,1
2026-08-07,straits-view-duo,B-15-12,B,B1,1
2026-08-07,straits-view-duo,B-15-13,B,B,1
2026-08-07,straits-view-duo,B-16-2,B,B,1
2026-08-07,straits-view-duo,B-16-3,B,A,1
2026-08-07,straits-view-duo,B-16-6,B,A,1
2026-08-07,straits-view-duo,B-16-9,B,C,1
2026-08-07,straits-view-duo,B-17-1,B,B,1
2026-08-07,straits-view-duo,B-17-6,B,A,1
2026-08-07,straits-view-duo,B-17-8,B,C,1
2026-08-07,straits-view-duo,B-17-9,B,C,1
2026-08-07,straits-view-duo,B-18-2,B,B,1
2026-08-07,straits-view-duo,B-18-3,B,A,1
2026-08-07,straits-view-duo,B-18-9,B,C,1
2026-08-07,straits-view-duo,B-18-11,B,A,1
2026-08-07,straits-view-duo,B-18-12,B,B1,1
2026-08-07,straits-view-duo,B-18-13,B,B,1
2026-08-07,straits-view-duo,B-19-1,B,B,1
2026-08-07,straits-view-duo,B-19-5,B,A,1
2026-08-07,straits-view-duo,B-19-9,B,C,1
2026-08-07,straits-view-duo,B-20-1,B,B,1
2026-08-07,straits-view-duo,B-20-6,B,A,1
2026-08-07,straits-view-duo,B-20-7,B,A,1
2026-08-07,straits-view-duo,B-20-9,B,C,1
2026-08-07,straits-view-duo,B-20-11,B,A,1
2026-08-07,straits-view-duo,B-20-12,B,B1,1
2026-08-07,straits-view-duo,B-20-13,B,B,1
2026-08-07,straits-view-duo,B-21-1,B,B,1
2026-08-07,straits-view-duo,B-21-2,B,B,1
2026-08-07,straits-view-duo,B-21-8,B,C,1
2026-08-07,straits-view-duo,B-22-11,B,A,1
2026-08-07,straits-view-duo,B-22-13,B,B,1
2026-08-07,straits-view-duo,B-23-1,B,B,1
2026-08-07,straits-view-duo,B-23-8,B,C,1
2026-08-07,straits-view-duo,B-23-13,B,B,1
2026-08-07,straits-view-duo,B-24-9,B,C,1
2026-08-07,straits-view-duo,B-25-2,B,B,1
2026-08-07,straits-view-duo,B-25-8,B,C,1
2026-08-07,straits-view-duo,B-25-12,B,B1,1
2026-08-07,straits-view-duo,B-25-13,B,B,1
2026-08-07,straits-view-duo,B-26-3,B,A,1
2026-08-07,straits-view-duo,B-26-9,B,C,1
2026-08-07,straits-view-duo,B-26-10,B,A,1
2026-08-07,straits-view-duo,B-26-11,B,A,1
2026-08-07,straits-view-duo,B-26-13,B,B,1
2026-08-07,straits-view-duo,B-27-1,B,B,1
2026-08-07,straits-view-duo,B-27-2,B,B,1
2026-08-07,straits-view-duo,B-27-3,B,A,1
2026-08-07,straits-view-duo,B-27-7,B,A,1
2026-08-07,straits-view-duo,B-27-8,B,C,1
2026-08-07,straits-view-duo,B-28-6,B,A,1
2026-08-07,straits-view-duo,B-28-9,B,C,1
2026-08-07,straits-view-duo,B-28-10,B,A,1
2026-08-07,straits-view-duo,B-28-11,B,A,1
2026-08-07,straits-view-duo,B-28-12,B,B1,1
2026-08-07,straits-view-duo,B-28-13,B,B,1
2026-08-07,straits-view-duo,B-29-2,B,B,1
2026-08-07,straits-view-duo,B-29-8,B,C,1
2026-08-07,straits-view-duo,B-29-10,B,A,1
2026-08-07,straits-view-duo,B-29-12,B,B1,1
2026-08-07,straits-view-duo,B-29-13,B,B,1
2026-08-07,straits-view-duo,B-30-1,B,B,1
2026-08-07,straits-view-duo,B-30-3,B,A,1
2026-08-07,straits-view-duo,B-30-9,B,C,1
2026-08-07,straits-view-duo,B-31-1,B,B,1
2026-08-07,straits-view-duo,B-31-8,B,C,1
2026-08-07,straits-view-duo,B-31-13,B,B,1
2026-08-07,straits-view-duo,B-32-1,B,B,1
2026-08-07,straits-view-duo,B-32-9,B,C,1
2026-08-07,straits-view-duo,B-33-13,B,B,1
2026-08-07,permas-heights,A-10-01,A,B,1
2026-08-07,permas-heights,A-10-02,A,B,1
2026-08-07,permas-heights,A-10-03,A,B,1
2026-08-07,permas-heights,A-10-05,A,C,1
2026-08-07,permas-heights,A-10-06,A,C,1
2026-08-07,permas-heights,A-10-08,A,B,1
2026-08-07,permas-heights,A-10-09,A,B,1
2026-08-07,permas-heights,A-10-10,A,B,1
2026-08-07,permas-heights,A-10-11,A,A,1
2026-08-07,permas-heights,A-10-12,A,A,1
2026-08-07,permas-heights,A-10-13,A,A,1
2026-08-07,permas-heights,A-10-14,A,C,1
2026-08-07,permas-heights,A-10-16,A,C,1
2026-08-07,permas-heights,A-10-17,A,C,1
2026-08-07,permas-heights,A-10-18,A,A,1
2026-08-07,permas-heights,A-10-19,A,A,1
2026-08-07,permas-heights,A-11-01,A,B,1
2026-08-07,permas-heights,A-11-03,A,B,1
2026-08-07,permas-heights,A-11-04,A,C,1
2026-08-07,permas-heights,A-11-05,A,C,1
2026-08-07,permas-heights,A-11-07,A,C,1
2026-08-07,permas-heights,A-11-08,A,B,1
2026-08-07,permas-heights,A-11-09,A,B,1
2026-08-07,permas-heights,A-11-10,A,B,1
2026-08-07,permas-heights,A-11-11,A,A,1
2026-08-07,permas-heights,A-11-12,A,A,1
2026-08-07,permas-heights,A-11-15,A,C,1
2026-08-07,permas-heights,A-11-16,A,C,1
2026-08-07,permas-heights,A-11-18,A,A,1
2026-08-07,permas-heights,A-11-19,A,A,1
2026-08-07,permas-heights,A-11-20,A,A,1
2026-08-07,permas-heights,A-12-01,A,B,1
2026-08-07,permas-heights,A-12-03,A,B,1
2026-08-07,permas-heights,A-12-04,A,C,1
2026-08-07,permas-heights,A-12-05,A,C,1
2026-08-07,permas-heights,A-12-06,A,C,1
2026-08-07,permas-heights,A-12-07,A,C,1
2026-08-07,permas-heights,A-12-08,A,B,1
2026-08-07,permas-heights,A-12-09,A,B,1
2026-08-07,permas-heights,A-12-11,A,A,1
2026-08-07,permas-heights,A-12-12,A,A,1
2026-08-07,permas-heights,A-12-13,A,A,1
2026-08-07,permas-heights,A-12-14,A,C,1
2026-08-07,permas-heights,A-12-15,A,C,1
2026-08-07,permas-heights,A-12-18,A,A,1
2026-08-07,permas-heights,A-12-19,A,A,1
2026-08-07,permas-heights,A-12-20,A,A,1
2026-08-07,permas-heights,A-13-01,A,B,1
2026-08-07,permas-heights,A-13-02,A,B,1
2026-08-07,permas-heights,A-13-03,A,B,1
2026-08-07,permas-heights,A-13-06,A,C,1
2026-08-07,permas-heights,A-13-07,A,C,1
2026-08-07,permas-heights,A-13-08,A,B,1
2026-08-07,permas-heights,A-13-09,A,B,1
2026-08-07,permas-heights,A-13-10,A,B,1
2026-08-07,permas-heights,A-13-11,A,A,1
2026-08-07,permas-heights,A-13-12,A,A,1
2026-08-07,permas-heights,A-13-13,A,A,1
2026-08-07,permas-heights,A-13-14,A,C,1
2026-08-07,permas-heights,A-13-15,A,C,1
2026-08-07,permas-heights,A-13-18,A,A,1
2026-08-07,permas-heights,A-13-20,A,A,1
2026-08-07,permas-heights,A-14-02,A,B,1
2026-08-07,permas-heights,A-14-03,A,B,1
2026-08-07,permas-heights,A-14-04,A,C,1
2026-08-07,permas-heights,A-14-05,A,C,1
2026-08-07,permas-heights,A-14-06,A,C,1
2026-08-07,permas-heights,A-14-07,A,C,1
2026-08-07,permas-heights,A-14-08,A,B,1
2026-08-07,permas-heights,A-14-09,A,B,1
2026-08-07,permas-heights,A-14-10,A,B,1
2026-08-07,permas-heights,A-14-11,A,A,1
2026-08-07,permas-heights,A-14-12,A,A,1
2026-08-07,permas-heights,A-14-13,A,A,1
2026-08-07,permas-heights,A-14-14,A,C,1
2026-08-07,permas-heights,A-14-15,A,C,1
2026-08-07,permas-heights,A-14-17,A,C,1
2026-08-07,permas-heights,A-14-19,A,A,1
2026-08-07,permas-heights,A-14-20,A,A,1
2026-08-07,permas-heights,A-15-01,A,B,1
2026-08-07,permas-heights,A-15-02,A,B,1
2026-08-07,permas-heights,A-15-03,A,B,1
2026-08-07,permas-heights,A-15-06,A,C,1
2026-08-07,permas-heights,A-15-07,A,C,1
2026-08-07,permas-heights,A-15-08,A,B,1
2026-08-07,permas-heights,A-15-09,A,B,1
2026-08-07,permas-heights,A-15-10,A,B,1
2026-08-07,permas-heights,A-15-11,A,A,1
2026-08-07,permas-heights,A-15-12,A,A,1
2026-08-07,permas-heights,A-15-13,A,A,1
2026-08-07,permas-heights,A-15-14,A,C,1
2026-08-07,permas-heights,A-15-16,A,C,1
2026-08-07,permas-heights,A-15-17,A,C,1
2026-08-07,permas-heights,A-15-18,A,A,1
2026-08-07,permas-heights,A-15-19,A,A,1
2026-08-07,permas-heights,A-15-20,A,A,1
2026-08-07,permas-heights,A-16-01,A,B,1
2026-08-07,permas-heights,A-16-03,A,B,1
2026-08-07,permas-heights,A-16-04,A,C,1
2026-08-07,permas-heights,A-16-05,A,C,1
2026-08-07,permas-heights,A-16-06,A,C,1
2026-08-07,permas-heights,A-16-07,A,C,1
2026-08-07,permas-heights,A-16-08,A,B,1
2026-08-07,permas-heights,A-16-09,A,B,1
2026-08-07,permas-heights,A-16-10,A,B,1
2026-08-07,permas-heights,A-16-11,A,A,1
2026-08-07,permas-heights,A-16-12,A,A,1
2026-08-07,permas-heights,A-16-14,A,C,1
2026-08-07,permas-heights,A-16-15,A,C,1
2026-08-07,permas-heights,A-16-16,A,C,1
2026-08-07,permas-heights,A-16-18,A,A,1
2026-08-07,permas-heights,A-17-01,A,B,1
2026-08-07,permas-heights,A-17-02,A,B,1
2026-08-07,permas-heights,A-17-03,A,B,1
2026-08-07,permas-heights,A-17-04,A,C,1
2026-08-07,permas-heights,A-17-05,A,C,1
2026-08-07,permas-heights,A-17-06,A,C,1
2026-08-07,permas-heights,A-17-07,A,C,1
2026-08-07,permas-heights,A-17-08,A,B,1
2026-08-07,permas-heights,A-17-09,A,B,1
2026-08-07,permas-heights,A-17-10,A,B,1
2026-08-07,permas-heights,A-17-11,A,A,1
2026-08-07,permas-heights,A-17-12,A,A,1
2026-08-07,permas-heights,A-17-13,A,A,1
2026-08-07,permas-heights,A-17-14,A,C,1
2026-08-07,permas-heights,A-17-15,A,C,1
2026-08-07,permas-heights,A-17-17,A,C,1
2026-08-07,permas-heights,A-17-18,A,A,1
2026-08-07,permas-heights,A-17-19,A,A,1
2026-08-07,permas-heights,A-17-20,A,A,1
2026-08-07,permas-heights,A-18-01,A,B,1
2026-08-07,permas-heights,A-18-02,A,B,1
2026-08-07,permas-heights,A-18-03,A,B,1
2026-08-07,permas-heights,A-18-04,A,C,1
2026-08-07,permas-heights,A-18-05,A,C,1
2026-08-07,permas-heights,A-18-06,A,C,1
2026-08-07,permas-heights,A-18-08,A,B,1
2026-08-07,permas-heights,A-18-09,A,B,1
2026-08-07,permas-heights,A-18-10,A,B,1
2026-08-07,permas-heights,A-18-11,A,A,1
2026-08-07,permas-heights,A-18-12,A,A,1
2026-08-07,permas-heights,A-18-13,A,A,1
2026-08-07,permas-heights,A-18-15,A,C,1
2026-08-07,permas-heights,A-18-16,A,C,1
2026-08-07,permas-heights,A-18-18,A,A,1
2026-08-07,permas-heights,A-18-19,A,A,1
2026-08-07,permas-heights,A-18-20,A,A,1
2026-08-07,permas-heights,A-19-01,A,B,1
2026-08-07,permas-heights,A-19-02,A,B,1
2026-08-07,permas-heights,A-19-03,A,B,1
2026-08-07,permas-heights,A-19-06,A,C,1
2026-08-07,permas-heights,A-19-07,A,C,1
2026-08-07,permas-heights,A-19-08,A,B,1
2026-08-07,permas-heights,A-19-09,A,B,1
2026-08-07,permas-heights,A-19-11,A,A,1
2026-08-07,permas-heights,A-19-13,A,A,1
2026-08-07,permas-heights,A-19-14,A,C,1
2026-08-07,permas-heights,A-19-15,A,C,1
2026-08-07,permas-heights,A-19-16,A,C,1
2026-08-07,permas-heights,A-19-17,A,C,1
2026-08-07,permas-heights,A-19-19,A,A,1
2026-08-07,permas-heights,A-20-01,A,B,1
2026-08-07,permas-heights,A-20-02,A,B,1
2026-08-07,permas-heights,A-20-03,A,B,1
2026-08-07,permas-heights,A-20-04,A,C,1
2026-08-07,permas-heights,A-20-05,A,C,1
2026-08-07,permas-heights,A-20-06,A,C,1
2026-08-07,permas-heights,A-20-07,A,C,1
2026-08-07,permas-heights,A-20-08,A,B,1
2026-08-07,permas-heights,A-20-09,A,B,1
2026-08-07,permas-heights,A-20-12,A,A,1
2026-08-07,permas-heights,A-20-13,A,A,1
2026-08-07,permas-heights,A-20-14,A,C,1
2026-08-07,permas-heights,A-20-15,A,C,1
2026-08-07,permas-heights,A-20-17,A,C,1
2026-08-07,permas-heights,A-20-19,A,A,1
2026-08-07,permas-heights,A-20-20,A,A,1
2026-08-07,permas-heights,A-21-01,A,B,1
2026-08-07,permas-heights,A-21-02,A,B,1
2026-08-07,permas-heights,A-21-03,A,B,1
2026-08-07,permas-heights,A-21-05,A,C,1
2026-08-07,permas-heights,A-21-06,A,C,1
2026-08-07,permas-heights,A-21-08,A,B,1
2026-08-07,permas-heights,A-21-09,A,B,1
2026-08-07,permas-heights,A-21-10,A,B,1
2026-08-07,permas-heights,A-21-11,A,A,1
2026-08-07,permas-heights,A-21-12,A,A,1
2026-08-07,permas-heights,A-21-13,A,A,1
2026-08-07,permas-heights,A-21-14,A,C,1
2026-08-07,permas-heights,A-21-15,A,C,1
2026-08-07,permas-heights,A-21-18,A,A,1
2026-08-07,permas-heights,A-22-01,A,B,1
2026-08-07,permas-heights,A-22-02,A,B,1
2026-08-07,permas-heights,A-22-04,A,C,1
2026-08-07,permas-heights,A-22-06,A,C,1
2026-08-07,permas-heights,A-22-07,A,C,1
2026-08-07,permas-heights,A-22-08,A,B,1
2026-08-07,permas-heights,A-22-09,A,B,1
2026-08-07,permas-heights,A-22-10,A,B,1
2026-08-07,permas-heights,A-22-11,A,A,1
2026-08-07,permas-heights,A-22-12,A,A,1
2026-08-07,permas-heights,A-22-14,A,C,1
2026-08-07,permas-heights,A-22-15,A,C,1
2026-08-07,permas-heights,A-22-18,A,A,1
2026-08-07,permas-heights,A-22-20,A,A,1
2026-08-07,permas-heights,A-23-01,A,B,1
2026-08-07,permas-heights,A-23-02,A,B,1
2026-08-07,permas-heights,A-23-03,A,B,1
2026-08-07,permas-heights,A-23-05,A,C,1
2026-08-07,permas-heights,A-23-06,A,C,1
2026-08-07,permas-heights,A-23-07,A,C,1
2026-08-07,permas-heights,A-23-08,A,B,1
2026-08-07,permas-heights,A-23-09,A,B,1
2026-08-07,permas-heights,A-23-10,A,B,1
2026-08-07,permas-heights,A-23-11,A,A,1
2026-08-07,permas-heights,A-23-12,A,A,1
2026-08-07,permas-heights,A-23-14,A,C,1
2026-08-07,permas-heights,A-23-16,A,C,1
2026-08-07,permas-heights,A-23-18,A,A,1
2026-08-07,permas-heights,A-23-19,A,A,1
2026-08-07,permas-heights,A-24-03,A,B,1
2026-08-07,permas-heights,A-24-04,A,C,1
2026-08-07,permas-heights,A-24-05,A,C,1
2026-08-07,permas-heights,A-24-06,A,C,1
2026-08-07,permas-heights,A-24-07,A,C,1
2026-08-07,permas-heights,A-24-08,A,B,1
2026-08-07,permas-heights,A-24-09,A,B,1
2026-08-07,permas-heights,A-24-10,A,B,1
2026-08-07,permas-heights,A-24-11,A,A,1
2026-08-07,permas-heights,A-24-12,A,A,1
2026-08-07,permas-heights,A-24-15,A,C,1
2026-08-07,permas-heights,A-24-19,A,A,1
2026-08-07,permas-heights,A-24-20,A,A,1
2026-08-07,permas-heights,A-25-01,A,B,1
2026-08-07,permas-heights,A-25-02,A,B,1
2026-08-07,permas-heights,A-25-03,A,B,1
2026-08-07,permas-heights,A-25-04,A,C,1
2026-08-07,permas-heights,A-25-06,A,C,1
2026-08-07,permas-heights,A-25-07,A,C,1
2026-08-07,permas-heights,A-25-08,A,B,1
2026-08-07,permas-heights,A-25-09,A,B,1
2026-08-07,permas-heights,A-25-10,A,B,1
2026-08-07,permas-heights,A-25-11,A,A,1
